,Cell,Gene,Kruskal,FCCorr,ProfCorr,CellCorr,Ratio,Total
2931,myofibroblasts,LIFR,1,0,1,1,1,4
2932,gi_epithelial,LIFR,1,0,1,1,0,3
2933,endothelial,LIFR,1,0,1,0,0,2
2934,stromal,LIFR,1,1,1,1,1,5
2935,fibroblasts,RGS3,0,0,0,1,0,1
2936,gi_epithelial,RGS3,0,0,1,1,0,2
2937,endothelial,RGS3,0,0,1,0,0,1
2938,stromal,RGS3,0,1,1,1,1,4
2939,myofibroblasts,RBP1,1,0,0,0,0,1
2940,gi_epithelial,RBP1,1,0,1,1,1,4
2941,neuroendocrine,RBP1,1,0,0,0,0,1
2942,squamous_epithelial,RBP1,1,0,0,0,0,1
2943,myofibroblasts,MLLT11,1,0,0,1,0,2
2944,fibroblasts,MLLT11,1,1,0,1,0,3
2945,gi_epithelial,MLLT11,1,0,1,0,0,2
2946,stromal,MLLT11,1,1,0,1,0,3
2947,fibroblasts,RGS16,0,1,1,1,0,3
2948,NK_cells,RGS16,0,1,1,0,1,3
2949,cd8_Tcells,RGS16,0,1,1,1,1,4
2950,stromal,RGS16,0,0,0,1,1,2
2951,fibroblasts,RGS1,1,1,1,1,1,5
2952,gi_epithelial,RGS1,1,1,1,1,1,5
2953,endothelial,RGS1,1,1,1,1,1,5
2954,stromal,RGS1,1,1,1,1,0,4
2955,myofibroblasts,MRC2,1,1,1,0,1,4
2956,gi_epithelial,MRC2,1,0,1,1,1,4
2957,endothelial,MRC2,1,1,1,1,1,5
2958,monocytes_macs_DCs,MRC2,1,1,1,1,1,5
2959,B_cells,SLC5A3,0,1,1,1,0,3
2960,cd4_Tcells,SLC5A3,0,1,1,1,0,3
2961,cd8_Tcells,SLC5A3,0,0,1,1,0,2
2962,endothelial,SLC5A3,0,1,1,1,0,3
2963,B_cells,SLC7A5,1,1,1,1,0,4
2964,myofibroblasts,SLC7A5,1,1,1,1,1,5
2965,gi_epithelial,SLC7A5,1,0,1,1,0,3
2966,stromal,SLC7A5,1,1,1,1,0,4
2967,B_cells,SLCO3A1,1,1,1,1,1,5
2968,gi_epithelial,SLCO3A1,1,1,1,1,0,4
2969,neuroendocrine,SLCO3A1,1,0,0,0,0,1
2970,stromal,SLCO3A1,1,0,0,1,0,2
2971,myofibroblasts,SH2B3,1,1,1,1,0,4
2972,gi_epithelial,SH2B3,1,1,1,1,0,4
2973,endothelial,SH2B3,1,1,1,1,0,4
2974,stromal,SH2B3,1,1,1,1,1,5
2975,B_cells,SMIM14,0,0,0,0,0,0
2976,fibroblasts,SMIM14,0,1,0,1,0,2
2977,gi_epithelial,SMIM14,0,0,1,0,0,1
2978,stromal,SMIM14,0,1,0,1,1,3
2979,B_cells,SMIM22,1,1,1,1,1,5
2980,gi_epithelial,SMIM22,1,0,1,0,0,2
2981,endothelial,SMIM22,1,1,1,1,1,5
2982,stromal,SMIM22,1,1,1,1,1,5
2983,B_cells,SNHG32,0,1,1,1,0,3
2984,gi_epithelial,SNHG32,0,1,1,1,0,3
2985,cd8_Tcells,SNHG32,0,0,1,1,0,2
2986,endothelial,SNHG32,0,1,1,1,0,3
2987,B_cells,SNRPB,1,1,1,1,0,4
2988,gi_epithelial,SNRPB,1,0,1,0,0,2
2989,neuroendocrine,SNRPB,1,1,1,1,0,4
2990,cd8_Tcells,SNRPB,1,1,0,1,0,3
2991,myofibroblasts,RFTN1,1,1,1,1,0,4
2992,gi_epithelial,RFTN1,1,1,1,1,1,5
2993,endothelial,RFTN1,1,0,1,0,0,2
2994,stromal,RFTN1,1,1,1,1,0,4
2995,fibroblasts,QPCT,1,1,1,0,0,3
2996,endothelial,QPCT,1,0,1,0,0,2
2997,monocytes_macs_DCs,QPCT,1,0,1,0,0,2
2998,stromal,QPCT,1,1,1,0,1,4
2999,myofibroblasts,RELB,1,1,1,1,0,4
3000,fibroblasts,RELB,1,1,1,1,0,4
3001,gi_epithelial,RELB,1,1,1,1,0,4
3002,stromal,RELB,1,1,1,1,1,5
3003,myofibroblasts,TUSC3,1,0,0,0,0,1
3004,gi_epithelial,TUSC3,1,0,1,1,1,4
3005,neuroendocrine,TUSC3,1,0,0,0,0,1
3006,stromal,TUSC3,1,0,0,0,1,2
3007,gi_epithelial,EPHB6,1,1,1,1,0,4
3008,neuroendocrine,EPHB6,1,0,0,0,0,1
3009,cd4_Tcells,EPHB6,1,1,0,1,0,3
3010,stromal,EPHB6,1,0,1,1,1,4
3011,fibroblasts,PROX1,0,1,0,0,1,2
3012,gi_epithelial,PROX1,0,1,1,0,1,3
3013,endothelial,PROX1,0,1,1,0,1,3
3014,stromal,PROX1,0,1,1,0,1,3
3015,fibroblasts,CCDC3,1,0,0,1,1,3
3016,gi_epithelial,CCDC3,1,0,1,1,1,4
3017,endothelial,CCDC3,1,1,1,1,0,4
3018,stromal,CCDC3,1,1,1,1,1,5
3019,myofibroblasts,TTLL7,0,0,1,0,0,1
3020,fibroblasts,TTLL7,0,1,1,1,0,3
3021,gi_epithelial,TTLL7,0,1,1,1,0,3
3022,stromal,TTLL7,0,0,1,1,1,3
3023,myofibroblasts,CHN1,1,0,1,0,0,2
3024,fibroblasts,CHN1,1,1,1,1,0,4
3025,gi_epithelial,CHN1,1,1,1,1,1,5
3026,stromal,CHN1,1,1,1,1,1,5
3027,myofibroblasts,CKAP2,1,1,1,1,0,4
3028,gi_epithelial,CKAP2,1,1,1,1,0,4
3029,endothelial,CKAP2,1,1,1,1,0,4
3030,stromal,CKAP2,1,1,1,1,0,4
3031,fibroblasts,FSIP2,1,1,1,1,0,4
3032,gi_epithelial,FSIP2,1,0,1,0,0,2
3033,endothelial,FSIP2,1,1,0,1,0,3
3034,stromal,FSIP2,1,1,0,1,0,3
3035,fibroblasts,FRY,0,0,0,0,0,0
3036,gi_epithelial,FRY,0,1,1,0,0,2
3037,endothelial,FRY,0,1,0,1,0,2
3038,monocytes_macs_DCs,FRY,0,0,0,1,0,1
3039,myofibroblasts,CLEC11A,1,1,0,1,0,3
3040,gi_epithelial,CLEC11A,1,1,1,0,1,4
3041,neuroendocrine,CLEC11A,1,1,0,0,1,3
3042,endothelial,CLEC11A,1,1,1,1,1,5
3043,myofibroblasts,NECAB1,1,0,1,0,0,2
3044,gi_epithelial,NECAB1,1,0,1,1,1,4
3045,endothelial,NECAB1,1,1,1,1,0,4
3046,stromal,NECAB1,1,1,0,1,1,4
3047,myofibroblasts,F10,0,1,0,0,0,1
3048,fibroblasts,F10,0,1,1,0,0,2
3049,neuroendocrine,F10,0,0,0,0,0,0
3050,stromal,F10,0,1,0,0,1,2
3051,fibroblasts,FOXD1,1,1,1,1,0,4
3052,gi_epithelial,FOXD1,1,1,1,1,0,4
3053,neuroendocrine,FOXD1,1,0,1,0,0,2
3054,stromal,FOXD1,1,1,1,1,1,5
3055,myofibroblasts,CLIC1,1,1,1,1,0,4
3056,gi_epithelial,CLIC1,1,0,1,0,0,2
3057,endothelial,CLIC1,1,1,1,1,0,4
3058,stromal,CLIC1,1,1,1,1,1,5
3059,gi_epithelial,TFPT,0,0,1,0,0,1
3060,cd8_Tcells,TFPT,0,0,1,1,0,2
3061,monocytes_macs_DCs,TFPT,0,1,1,1,0,3
3062,stromal,TFPT,0,1,1,1,1,4
3063,myofibroblasts,EVA1B,1,0,1,0,0,2
3064,fibroblasts,EVA1B,1,1,1,1,0,4
3065,endothelial,EVA1B,1,1,0,1,0,3
3066,stromal,EVA1B,1,1,0,1,1,4
3067,myofibroblasts,NET1,1,1,0,1,0,3
3068,neuroendocrine,NET1,1,1,1,1,0,4
3069,endothelial,NET1,1,1,0,0,0,2
3070,stromal,NET1,1,1,0,0,1,3
3071,myofibroblasts,ESYT2,1,0,1,0,0,2
3072,naive_T_cells,ESYT2,1,0,0,1,0,2
3073,gi_epithelial,ESYT2,1,0,1,1,0,3
3074,cd8_Tcells,ESYT2,1,0,0,0,0,1
3075,myofibroblasts,TIMP3,1,1,1,1,0,4
3076,gi_epithelial,TIMP3,1,0,1,1,1,4
3077,endothelial,TIMP3,1,0,1,1,0,3
3078,stromal,TIMP3,1,1,1,1,1,5
3079,gi_epithelial,MRPL13,1,1,1,1,0,4
3080,cd8_Tcells,MRPL13,1,1,1,1,1,5
3081,endothelial,MRPL13,1,1,1,0,0,3
3082,monocytes_macs_DCs,MRPL13,1,1,1,1,1,5
3083,fibroblasts,FGF14,1,1,1,0,0,3
3084,gi_epithelial,FGF14,1,0,1,0,1,3
3085,neuroendocrine,FGF14,1,0,1,0,0,2
3086,stromal,FGF14,1,1,1,0,1,4
3087,fibroblasts,FBXO44,0,0,0,0,0,0
3088,gi_epithelial,FBXO44,0,1,1,1,0,3
3089,neuroendocrine,FBXO44,0,1,0,0,0,1
3090,stromal,FBXO44,0,1,0,1,0,2
3091,gi_epithelial,MAP1S,1,0,1,1,0,3
3092,cd8_Tcells,MAP1S,1,0,0,0,0,1
3093,endothelial,MAP1S,1,1,0,0,0,2
3094,stromal,MAP1S,1,1,1,1,1,5
3095,myofibroblasts,CHST11,1,1,1,1,0,4
3096,gi_epithelial,CHST11,1,0,1,0,1,3
3097,endothelial,CHST11,1,1,0,1,0,3
3098,stromal,CHST11,1,1,0,0,0,2
3099,myofibroblasts,TFPI,1,0,0,0,0,1
3100,gi_epithelial,TFPI,1,1,1,1,0,4
3101,endothelial,TFPI,1,1,1,1,0,4
3102,stromal,TFPI,1,1,1,1,1,5
3103,myofibroblasts,COL4A2,1,0,1,0,0,2
3104,fibroblasts,COL4A2,1,1,1,1,0,4
3105,endothelial,COL4A2,1,1,1,1,0,4
3106,stromal,COL4A2,1,1,1,1,1,5
3107,myofibroblasts,CFI,1,1,0,1,0,3
3108,fibroblasts,CFI,1,1,0,1,0,3
3109,gi_epithelial,CFI,1,0,1,1,0,3
3110,neuroendocrine,CFI,1,0,1,1,0,3
3111,myofibroblasts,FMNL3,1,1,1,0,0,3
3112,gi_epithelial,FMNL3,1,1,1,1,1,5
3113,endothelial,FMNL3,1,1,0,0,0,2
3114,stromal,FMNL3,1,1,1,0,0,3
3115,myofibroblasts,PDE2A,1,1,1,1,1,5
3116,gi_epithelial,PDE2A,1,1,1,1,1,5
3117,endothelial,PDE2A,1,0,1,0,0,2
3118,stromal,PDE2A,1,1,1,1,1,5
3119,myofibroblasts,FLT1,1,0,1,0,1,3
3120,gi_epithelial,FLT1,1,1,1,0,1,4
3121,endothelial,FLT1,1,0,0,0,0,1
3122,stromal,FLT1,1,1,1,1,1,5
3123,myofibroblasts,NABP1,0,1,1,1,0,3
3124,cd8_Tcells,NABP1,0,0,1,1,0,2
3125,endothelial,NABP1,0,1,1,1,0,3
3126,stromal,NABP1,0,1,1,1,0,3
3127,myofibroblasts,TAX1BP3,0,0,0,0,0,0
3128,gi_epithelial,TAX1BP3,0,0,1,1,0,2
3129,endothelial,TAX1BP3,0,1,1,1,0,3
3130,stromal,TAX1BP3,0,1,1,1,1,4
3131,fibroblasts,GULP1,1,0,0,0,0,1
3132,gi_epithelial,GULP1,1,0,1,0,0,2
3133,endothelial,GULP1,1,1,0,0,0,2
3134,stromal,GULP1,1,1,0,1,1,4
3135,fibroblasts,GSN,1,0,1,0,0,2
3136,neuroendocrine,GSN,1,0,0,0,1,2
3137,endothelial,GSN,1,0,0,0,0,1
3138,stromal,GSN,1,1,1,1,1,5
3139,fibroblasts,CKS2,1,1,1,1,1,5
3140,gi_epithelial,CKS2,1,0,1,0,0,2
3141,neuroendocrine,CKS2,1,1,1,0,0,3
3142,mast_cells,CKS2,1,0,1,1,0,3
3143,myofibroblasts,FJX1,1,1,1,1,0,4
3144,fibroblasts,FJX1,1,1,1,1,0,4
3145,gi_epithelial,FJX1,1,0,1,1,1,4
3146,stromal,FJX1,1,1,1,1,1,5
3147,myofibroblasts,FILIP1L,0,0,1,0,0,1
3148,NK_cells,FILIP1L,0,0,1,1,1,3
3149,mast_cells,FILIP1L,0,0,1,0,1,2
3150,stromal,FILIP1L,0,0,1,1,1,3
3151,myofibroblasts,CCL3,1,0,1,1,1,4
3152,gi_epithelial,CCL3,1,1,1,1,1,5
3153,endothelial,CCL3,1,1,1,1,1,5
3154,stromal,CCL3,1,1,1,1,1,5
3155,myofibroblasts,CCN2,1,0,0,0,0,1
3156,gi_epithelial,CCN2,1,0,1,1,0,3
3157,endothelial,CCN2,1,0,1,0,0,2
3158,stromal,CCN2,1,1,0,1,1,4
3159,myofibroblasts,CD276,1,1,1,1,0,4
3160,endothelial,CD276,1,1,1,1,0,4
3161,monocytes_macs_DCs,CD276,1,0,1,1,0,3
3162,stromal,CD276,1,1,1,1,1,5
3163,myofibroblasts,CDK2AP1,1,1,1,1,0,4
3164,gi_epithelial,CDK2AP1,1,0,1,1,0,3
3165,endothelial,CDK2AP1,1,1,1,1,0,4
3166,stromal,CDK2AP1,1,1,0,1,1,4
3167,gi_epithelial,PRKAA2,0,1,1,1,0,3
3168,neuroendocrine,PRKAA2,0,0,0,0,0,0
3169,endothelial,PRKAA2,0,1,1,0,0,2
3170,stromal,PRKAA2,0,1,0,0,0,1
3171,fibroblasts,COL13A1,1,0,0,0,0,1
3172,mast_cells,COL13A1,1,0,1,0,0,2
3173,endothelial,COL13A1,1,1,0,0,0,2
3174,stromal,COL13A1,1,1,0,1,1,4
3175,fibroblasts,GDF15,1,0,1,1,0,3
3176,gi_epithelial,GDF15,1,0,1,0,0,2
3177,monocytes_macs_DCs,GDF15,1,0,1,1,1,4
3178,stromal,GDF15,1,0,1,1,1,4
3179,gi_epithelial,MPP7,0,0,1,1,0,2
3180,cd8_Tcells,MPP7,0,0,1,0,0,1
3181,endothelial,MPP7,0,1,0,1,1,3
3182,stromal,MPP7,0,1,0,1,1,3
3183,myofibroblasts,COL5A3,1,1,1,0,0,3
3184,gi_epithelial,COL5A3,1,0,1,0,1,3
3185,cd4_Tcells,COL5A3,1,0,1,0,1,3
3186,stromal,COL5A3,1,1,1,0,1,4
3187,myofibroblasts,TSPAN7,0,0,1,1,1,3
3188,gi_epithelial,TSPAN7,0,0,1,1,0,2
3189,endothelial,TSPAN7,0,0,1,0,0,1
3190,stromal,TSPAN7,0,1,1,1,0,3
3191,fibroblasts,DCN,1,0,1,0,0,2
3192,gi_epithelial,DCN,1,1,1,1,1,5
3193,cd8_Tcells,DCN,1,1,1,1,1,5
3194,stromal,DCN,1,1,1,1,1,5
3195,neuroendocrine,CXCR4,1,0,0,0,1,2
3196,cd4_Tcells,CXCR4,1,1,1,1,0,4
3197,endothelial,CXCR4,1,1,1,0,1,4
3198,stromal,CXCR4,1,1,0,0,0,2
3199,myofibroblasts,NPTX2,1,1,0,0,0,2
3200,gi_epithelial,NPTX2,1,0,1,0,1,3
3201,endothelial,NPTX2,1,1,1,0,0,3
3202,stromal,NPTX2,1,1,1,0,1,4
3203,gi_epithelial,MAP3K20,1,0,1,0,0,2
3204,neuroendocrine,MAP3K20,1,0,0,0,0,1
3205,endothelial,MAP3K20,1,0,0,0,0,1
3206,stromal,MAP3K20,1,0,0,1,1,3
3207,myofibroblasts,TNFRSF12A,1,1,1,1,0,4
3208,gi_epithelial,TNFRSF12A,1,0,1,0,0,2
3209,endothelial,TNFRSF12A,1,1,1,1,1,5
3210,stromal,TNFRSF12A,1,1,1,1,1,5
3211,B_cells,S100A13,1,0,1,1,1,4
3212,gi_epithelial,S100A13,1,1,1,1,0,4
3213,NK_cells,S100A13,1,0,0,1,1,3
3214,cd8_Tcells,S100A13,1,1,1,1,1,5
3215,fibroblasts,EMP2,1,1,0,0,0,2
3216,gi_epithelial,EMP2,1,0,0,0,0,1
3217,endothelial,EMP2,1,1,0,0,0,2
3218,stromal,EMP2,1,1,0,0,1,3
3219,myofibroblasts,NID1,1,1,1,1,0,4
3220,gi_epithelial,NID1,1,0,1,0,1,3
3221,endothelial,NID1,1,1,1,1,0,4
3222,stromal,NID1,1,0,0,1,1,3
3223,myofibroblasts,DARS2,0,1,0,1,0,2
3224,gi_epithelial,DARS2,0,0,1,0,0,1
3225,endothelial,DARS2,0,1,0,1,0,2
3226,stromal,DARS2,0,1,0,1,0,2
3227,fibroblasts,EMID1,1,0,1,0,0,2
3228,gi_epithelial,EMID1,1,0,1,0,1,3
3229,neuroendocrine,EMID1,1,1,1,1,1,5
3230,stromal,EMID1,1,1,1,1,1,5
3231,fibroblasts,EIF4EBP1,0,1,1,1,0,3
3232,cd8_Tcells,EIF4EBP1,0,0,0,1,1,2
3233,endothelial,EIF4EBP1,0,1,1,1,0,3
3234,stromal,EIF4EBP1,0,1,1,1,1,4
3235,myofibroblasts,EDNRA,1,0,1,0,0,2
3236,fibroblasts,EDNRA,1,1,1,1,0,4
3237,gi_epithelial,EDNRA,1,1,1,0,1,4
3238,stromal,EDNRA,1,1,0,1,1,4
3239,myofibroblasts,DKK3,1,1,1,0,0,3
3240,fibroblasts,DKK3,1,1,0,0,0,2
3241,gi_epithelial,DKK3,1,0,1,0,1,3
3242,stromal,DKK3,1,0,0,0,1,2
3243,fibroblasts,DYRK2,1,1,1,1,0,4
3244,gi_epithelial,DYRK2,1,1,1,1,0,4
3245,endothelial,DYRK2,1,1,0,0,0,2
3246,stromal,DYRK2,1,1,0,1,1,4
3247,myofibroblasts,DNMT1,1,0,1,1,0,3
3248,gi_epithelial,DNMT1,1,0,1,1,0,3
3249,cd8_Tcells,DNMT1,1,0,1,0,0,2
3250,endothelial,DNMT1,1,0,0,1,0,2
3251,myofibroblasts,TNIP1,1,1,1,1,0,4
3252,cd4_Tcells,TNIP1,1,1,1,0,0,3
3253,cd8_Tcells,TNIP1,1,1,1,1,1,5
3254,stromal,TNIP1,1,1,1,0,1,4
3255,fibroblasts,DLG2,1,0,1,0,0,2
3256,gi_epithelial,DLG2,1,0,1,1,0,3
3257,endothelial,DLG2,1,0,1,1,0,3
3258,stromal,DLG2,1,1,1,1,0,4
3259,myofibroblasts,ECHDC2,1,1,0,1,0,3
3260,gi_epithelial,ECHDC2,1,0,1,0,0,2
3261,endothelial,ECHDC2,1,1,0,1,0,3
3262,stromal,ECHDC2,1,1,0,1,0,3
3263,fibroblasts,DDAH1,1,1,0,1,1,4
3264,gi_epithelial,DDAH1,1,0,1,0,0,2
3265,endothelial,DDAH1,1,0,0,1,0,2
3266,stromal,DDAH1,1,1,0,1,1,4
3267,myofibroblasts,CXCL10,1,1,1,1,0,4
3268,gi_epithelial,CXCL10,1,1,1,1,1,5
3269,endothelial,CXCL10,1,0,1,1,1,4
3270,stromal,CXCL10,1,0,1,1,1,4
3271,myofibroblasts,COL6A3,1,0,0,1,0,2
3272,fibroblasts,COL6A3,1,0,1,0,0,2
3273,gi_epithelial,COL6A3,1,0,1,0,1,3
3274,stromal,COL6A3,1,1,1,1,1,5
3275,neuroendocrine,NR4A3,1,1,0,1,0,3
3276,cd4_Tcells,NR4A3,1,1,0,1,1,4
3277,cd8_Tcells,NR4A3,1,1,0,0,0,2
3278,stromal,NR4A3,1,0,1,1,1,4
3279,fibroblasts,FAT1,1,1,1,1,0,4
3280,gi_epithelial,FAT1,1,0,1,0,0,2
3281,neuroendocrine,FAT1,1,1,1,1,0,4
3282,stromal,FAT1,1,1,1,1,1,5
3283,fibroblasts,FAP,1,0,1,0,0,2
3284,gi_epithelial,FAP,1,1,1,1,1,5
3285,endothelial,FAP,1,0,1,1,0,3
3286,stromal,FAP,1,1,1,1,1,5
3287,myofibroblasts,OR7E122P,0,1,0,0,0,1
3288,gi_epithelial,OR7E122P,0,0,1,1,0,2
3289,endothelial,OR7E122P,0,1,1,0,0,2
3290,stromal,OR7E122P,0,1,1,0,0,2
3291,gi_epithelial,PREX1,1,1,1,0,1,4
3292,cd8_Tcells,PREX1,1,0,0,1,0,2
3293,endothelial,PREX1,1,1,0,1,0,3
3294,stromal,PREX1,1,1,1,0,0,3
3295,myofibroblasts,TK1,1,1,0,1,1,4
3296,gi_epithelial,TK1,1,0,1,0,0,2
3297,cd8_Tcells,TK1,1,1,0,1,0,3
3298,stromal,TK1,1,1,1,1,1,5
3299,myofibroblasts,OLFML2A,1,0,1,0,0,2
3300,gi_epithelial,OLFML2A,1,1,1,0,1,4
3301,endothelial,OLFML2A,1,1,0,1,0,3
3302,stromal,OLFML2A,1,1,0,1,1,4
3303,myofibroblasts,OAS3,1,0,1,1,0,3
3304,fibroblasts,OAS3,1,1,1,1,0,4
3305,gi_epithelial,OAS3,1,1,1,1,0,4
3306,cd8_Tcells,OAS3,1,0,1,1,1,4
3307,myofibroblasts,CPE,1,0,1,0,0,2
3308,fibroblasts,CPE,1,0,1,0,0,2
3309,gi_epithelial,CPE,1,1,1,1,1,5
3310,neuroendocrine,CPE,1,0,1,0,0,2
3311,gi_epithelial,TESC,1,0,1,0,0,2
3312,cd8_Tcells,TESC,1,1,1,1,1,5
3313,squamous_epithelial,TESC,1,1,0,0,1,3
3314,endothelial,TESC,1,0,0,0,1,2
3315,fibroblasts,FAM50A,1,1,1,1,0,4
3316,gi_epithelial,FAM50A,1,0,1,0,0,2
3317,monocytes_macs_DCs,FAM50A,1,1,1,1,0,4
3318,stromal,FAM50A,1,1,1,1,1,5
3319,fibroblasts,CTHRC1,1,0,1,0,0,2
3320,neuroendocrine,CTHRC1,1,0,0,0,1,2
3321,endothelial,CTHRC1,1,1,1,1,0,4
3322,stromal,CTHRC1,1,1,1,1,1,5
3323,myofibroblasts,CRIM1,1,0,1,1,0,3
3324,fibroblasts,CRIM1,1,0,0,1,0,2
3325,gi_epithelial,CRIM1,1,0,1,1,0,3
3326,mast_cells,CRIM1,1,0,0,1,1,3
3327,gi_epithelial,MFHAS1,0,1,1,1,0,3
3328,mast_cells,MFHAS1,0,0,1,0,0,1
3329,squamous_epithelial,MFHAS1,0,1,1,0,0,2
3330,monocytes_macs_DCs,MFHAS1,0,1,1,0,0,2
3331,myofibroblasts,CRMP1,1,0,0,0,0,1
3332,gi_epithelial,CRMP1,1,0,1,0,1,3
3333,endothelial,CRMP1,1,1,0,1,0,3
3334,stromal,CRMP1,1,1,0,1,1,4
3335,myofibroblasts,CSGALNACT2,1,0,1,1,0,3
3336,fibroblasts,CSGALNACT2,1,1,1,1,0,4
3337,gi_epithelial,CSGALNACT2,1,0,1,1,0,3
3338,stromal,CSGALNACT2,1,1,1,1,0,4
3339,myofibroblasts,TNS2,1,1,1,1,0,4
3340,gi_epithelial,TNS2,1,1,1,1,1,5
3341,endothelial,TNS2,1,0,0,0,0,1
3342,stromal,TNS2,1,1,0,1,1,4
3343,fibroblasts,CYBRD1,0,0,1,0,0,1
3344,gi_epithelial,CYBRD1,0,0,1,1,0,2
3345,endothelial,CYBRD1,0,1,1,1,0,3
3346,stromal,CYBRD1,0,1,1,1,1,4
3347,myofibroblasts,FN1,1,0,0,0,0,1
3348,gi_epithelial,FN1,1,0,1,1,1,4
3349,endothelial,FN1,1,1,1,1,0,4
3350,stromal,FN1,1,1,1,1,1,5
3351,myofibroblasts,PER3,0,1,1,0,0,2
3352,gi_epithelial,PER3,0,0,1,0,0,1
3353,endothelial,PER3,0,1,1,0,0,2
3354,stromal,PER3,0,1,1,0,1,3
3355,myofibroblasts,PFKFB3,1,1,1,1,0,4
3356,cd8_Tcells,PFKFB3,1,1,0,0,0,2
3357,endothelial,PFKFB3,1,1,1,1,0,4
3358,stromal,PFKFB3,1,1,1,1,0,4
3359,fibroblasts,MAPRE2,0,1,1,1,0,3
3360,gi_epithelial,MAPRE2,0,0,1,1,0,2
3361,endothelial,MAPRE2,0,1,0,0,0,1
3362,stromal,MAPRE2,0,1,0,0,0,1
3363,myofibroblasts,ABCG2,1,0,0,0,0,1
3364,gi_epithelial,ABCG2,1,0,0,0,0,1
3365,endothelial,ABCG2,1,0,0,0,0,1
3366,stromal,ABCG2,1,1,1,0,1,4
3367,myofibroblasts,SPRY4,0,1,0,1,0,2
3368,gi_epithelial,SPRY4,0,0,1,0,0,1
3369,endothelial,SPRY4,0,0,0,0,0,0
3370,stromal,SPRY4,0,1,0,1,1,3
3371,gi_epithelial,TDRD3,0,1,1,1,0,3
3372,mast_cells,TDRD3,0,0,0,0,0,0
3373,endothelial,TDRD3,0,1,0,0,0,1
3374,stromal,TDRD3,0,1,0,0,1,2
3375,gi_epithelial,ST14,1,0,1,0,0,2
3376,neuroendocrine,ST14,1,1,1,1,0,4
3377,endothelial,ST14,1,1,1,1,1,5
3378,stromal,ST14,1,1,1,1,1,5
3379,gi_epithelial,EFHD2,1,0,1,0,0,2
3380,cd4_Tcells,EFHD2,1,1,1,1,1,5
3381,endothelial,EFHD2,1,1,1,1,0,4
3382,stromal,EFHD2,1,1,1,1,1,5
3383,fibroblasts,LSP1,1,1,0,1,0,3
3384,gi_epithelial,LSP1,1,0,1,0,1,3
3385,monocytes_macs_DCs,LSP1,1,0,0,0,0,1
3386,stromal,LSP1,1,1,0,1,1,4
3387,myofibroblasts,GRK5,0,1,1,1,0,3
3388,fibroblasts,GRK5,0,0,1,0,0,1
3389,gi_epithelial,GRK5,0,1,1,1,0,3
3390,stromal,GRK5,0,1,1,1,1,4
3391,gi_epithelial,ZFP36L1,0,0,1,1,0,2
3392,cd4_Tcells,ZFP36L1,0,1,1,1,0,3
3393,cd8_Tcells,ZFP36L1,0,1,1,1,0,3
3394,stromal,ZFP36L1,0,0,1,1,0,2
3395,gi_epithelial,FNIP2,0,1,1,1,0,3
3396,endothelial,FNIP2,0,1,1,1,0,3
3397,monocytes_macs_DCs,FNIP2,0,0,1,0,0,1
3398,stromal,FNIP2,0,1,0,1,1,3
3399,myofibroblasts,ADIRF,1,0,1,0,0,2
3400,fibroblasts,ADIRF,1,1,1,1,1,5
3401,endothelial,ADIRF,1,1,1,1,0,4
3402,stromal,ADIRF,1,1,1,1,1,5
3403,fibroblasts,LNX1,1,1,0,0,1,3
3404,gi_epithelial,LNX1,1,0,1,0,0,2
3405,endothelial,LNX1,1,1,1,0,0,3
3406,stromal,LNX1,1,1,1,0,1,4
3407,myofibroblasts,PML,1,0,1,0,0,2
3408,fibroblasts,PML,1,0,1,0,0,2
3409,endothelial,PML,1,0,0,0,0,1
3410,monocytes_macs_DCs,PML,1,0,1,1,0,3
3411,myofibroblasts,AGRN,1,1,1,1,0,4
3412,gi_epithelial,AGRN,1,0,1,0,0,2
3413,endothelial,AGRN,1,1,1,1,0,4
3414,stromal,AGRN,1,1,1,1,1,5
3415,fibroblasts,LIMCH1,1,1,1,1,0,4
3416,gi_epithelial,LIMCH1,1,0,1,0,0,2
3417,endothelial,LIMCH1,1,0,0,0,0,1
3418,stromal,LIMCH1,1,1,0,1,1,4
3419,gi_epithelial,EFNB1,1,1,1,0,0,3
3420,neuroendocrine,EFNB1,1,1,1,0,0,3
3421,endothelial,EFNB1,1,1,0,0,0,2
3422,stromal,EFNB1,1,1,0,0,1,3
3423,myofibroblasts,ALDH2,1,1,1,1,0,4
3424,gi_epithelial,ALDH2,1,0,1,0,0,2
3425,endothelial,ALDH2,1,1,0,1,0,3
3426,stromal,ALDH2,1,1,0,1,1,4
3427,gi_epithelial,EFNB2,0,0,0,0,0,0
3428,neuroendocrine,EFNB2,0,0,0,0,0,0
3429,endothelial,EFNB2,0,0,0,0,0,0
3430,stromal,EFNB2,0,1,0,0,1,2
3431,gi_epithelial,ERN2,1,0,1,0,0,2
3432,neuroendocrine,ERN2,1,1,1,1,0,4
3433,endothelial,ERN2,1,1,0,1,1,4
3434,stromal,ERN2,1,1,1,1,1,5
3435,myofibroblasts,PPM1G,1,1,1,1,0,4
3436,gi_epithelial,PPM1G,1,0,1,0,0,2
3437,cd8_Tcells,PPM1G,1,1,1,1,0,4
3438,monocytes_macs_DCs,PPM1G,1,1,1,1,0,4
3439,fibroblasts,CIB1,1,1,1,1,0,4
3440,gi_epithelial,CIB1,1,0,1,0,0,2
