,Cell,Gene,Kruskal,FCCorr,ProfCorr,CellCorr,Ratio,Total
3441,monocytes_macs_DCs,CIB1,1,1,1,1,0,4
3442,stromal,CIB1,1,1,1,1,1,5
3443,fibroblasts,MCL1,0,1,1,1,0,3
3444,naive_T_cells,MCL1,0,0,0,1,0,1
3445,gi_epithelial,MCL1,0,0,1,1,0,2
3446,stromal,MCL1,0,1,1,1,0,3
3447,myofibroblasts,TSPAN4,1,0,1,1,0,3
3448,endothelial,TSPAN4,1,1,1,1,0,4
3449,monocytes_macs_DCs,TSPAN4,1,0,1,1,0,3
3450,stromal,TSPAN4,1,1,1,1,1,5
3451,fibroblasts,CALCRL,1,0,0,0,1,2
3452,gi_epithelial,CALCRL,1,0,1,1,1,4
3453,endothelial,CALCRL,1,0,1,0,0,2
3454,stromal,CALCRL,1,1,1,1,1,5
3455,fibroblasts,NFKBIE,1,1,1,1,0,4
3456,gi_epithelial,NFKBIE,1,1,1,1,0,4
3457,cd8_Tcells,NFKBIE,1,0,1,1,1,4
3458,stromal,NFKBIE,1,1,1,1,1,5
3459,fibroblasts,NEDD9,0,1,0,0,0,1
3460,gi_epithelial,NEDD9,0,0,0,0,0,0
3461,neuroendocrine,NEDD9,0,0,0,0,0,0
3462,stromal,NEDD9,0,1,0,0,1,2
3463,myofibroblasts,SPON2,1,0,0,1,0,2
3464,fibroblasts,SPON2,1,0,0,0,0,1
3465,gi_epithelial,SPON2,1,0,1,0,1,3
3466,cd8_Tcells,SPON2,1,0,0,0,1,2
3467,gi_epithelial,MT1X,1,0,1,1,0,3
3468,endothelial,MT1X,1,1,0,1,0,3
3469,monocytes_macs_DCs,MT1X,1,0,0,0,1,2
3470,stromal,MT1X,1,1,0,0,1,3
3471,fibroblasts,NCCRP1,1,1,1,0,1,4
3472,gi_epithelial,NCCRP1,1,1,1,1,1,5
3473,endothelial,NCCRP1,1,1,1,1,1,5
3474,stromal,NCCRP1,1,1,1,1,1,5
3475,myofibroblasts,HIF1A,1,1,1,1,0,4
3476,fibroblasts,HIF1A,1,1,1,1,0,4
3477,endothelial,HIF1A,1,1,1,1,0,4
3478,stromal,HIF1A,1,1,1,1,1,5
3479,fibroblasts,MYADM,1,1,1,1,0,4
3480,cd8_Tcells,MYADM,1,0,0,1,0,2
3481,endothelial,MYADM,1,1,1,0,0,3
3482,stromal,MYADM,1,1,1,1,0,4
3483,myofibroblasts,HEYL,1,0,1,0,0,2
3484,fibroblasts,HEYL,1,1,1,1,1,5
3485,gi_epithelial,HEYL,1,1,1,1,1,5
3486,stromal,HEYL,1,1,1,1,1,5
3487,myofibroblasts,HES5,1,0,0,0,0,1
3488,gi_epithelial,HES5,1,0,1,0,0,2
3489,endothelial,HES5,1,0,1,0,0,2
3490,stromal,HES5,1,1,1,1,1,5
3491,myofibroblasts,HAPLN3,1,1,1,1,0,4
3492,fibroblasts,HAPLN3,1,1,1,0,0,3
3493,gi_epithelial,HAPLN3,1,0,1,1,1,4
3494,cd4_Tcells,HAPLN3,1,0,1,1,1,4
3495,fibroblasts,MMP1,1,0,1,0,0,2
3496,gi_epithelial,MMP1,1,1,1,1,0,4
3497,endothelial,MMP1,1,1,1,0,1,4
3498,stromal,MMP1,1,1,1,1,1,5
3499,B_cells,XBP1,1,0,1,0,0,2
3500,myofibroblasts,XBP1,1,0,1,1,1,4
3501,gi_epithelial,XBP1,1,1,1,1,0,4
3502,stromal,XBP1,1,1,1,1,1,5
3503,gi_epithelial,PRDM5,1,0,1,0,0,2
3504,neuroendocrine,PRDM5,1,0,0,0,0,1
3505,endothelial,PRDM5,1,1,1,0,0,3
3506,stromal,PRDM5,1,1,1,0,0,3
3507,fibroblasts,MMD,1,0,0,0,0,1
3508,gi_epithelial,MMD,1,0,1,1,0,3
3509,monocytes_macs_DCs,MMD,1,0,1,1,0,3
3510,stromal,MMD,1,1,0,1,1,4
3511,fibroblasts,LAMA2,1,0,1,0,0,2
3512,gi_epithelial,LAMA2,1,0,1,0,1,3
3513,endothelial,LAMA2,1,1,0,0,1,3
3514,stromal,LAMA2,1,1,1,1,1,5
3515,fibroblasts,KLF6,0,1,1,0,0,2
3516,gi_epithelial,KLF6,0,0,1,1,0,2
3517,endothelial,KLF6,0,1,1,0,0,2
3518,stromal,KLF6,0,1,1,1,0,3
3519,myofibroblasts,ANKRD10,1,1,1,1,0,4
3520,fibroblasts,ANKRD10,1,1,1,1,0,4
3521,gi_epithelial,ANKRD10,1,0,1,0,0,2
3522,stromal,ANKRD10,1,1,1,1,0,4
3523,gi_epithelial,EGFL7,1,0,1,0,0,2
3524,neuroendocrine,EGFL7,1,0,0,1,1,3
3525,endothelial,EGFL7,1,0,0,0,0,1
3526,stromal,EGFL7,1,1,1,1,1,5
3527,fibroblasts,CHI3L1,1,1,1,1,0,4
3528,gi_epithelial,CHI3L1,1,0,1,1,1,4
3529,monocytes_macs_DCs,CHI3L1,1,0,1,0,0,2
3530,stromal,CHI3L1,1,1,1,1,1,5
3531,fibroblasts,IGFBP2,1,0,0,1,1,3
3532,gi_epithelial,IGFBP2,1,1,1,1,0,4
3533,neuroendocrine,IGFBP2,1,0,1,0,0,2
3534,endothelial,IGFBP2,1,1,0,1,1,4
3535,fibroblasts,IFITM2,1,1,1,1,0,4
3536,gi_epithelial,IFITM2,1,1,1,1,0,4
3537,neuroendocrine,IFITM2,1,1,0,1,1,4
3538,mast_cells,IFITM2,1,1,1,1,0,4
3539,myofibroblasts,BAZ1A,1,1,1,1,0,4
3540,neuroendocrine,BAZ1A,1,0,0,0,0,1
3541,endothelial,BAZ1A,1,1,1,1,0,4
3542,stromal,BAZ1A,1,1,1,1,0,4
3543,fibroblasts,IER2,0,0,0,0,0,0
3544,gi_epithelial,IER2,0,0,1,1,0,2
3545,cd8_Tcells,IER2,0,1,1,0,1,3
3546,endothelial,IER2,0,1,1,1,0,3
3547,myofibroblasts,FZD7,0,1,0,0,0,1
3548,fibroblasts,FZD7,0,1,1,0,0,2
3549,gi_epithelial,FZD7,0,0,1,1,0,2
3550,stromal,FZD7,0,1,0,0,1,2
3551,fibroblasts,HSPA2,1,0,0,0,0,1
3552,gi_epithelial,HSPA2,1,0,1,0,0,2
3553,cd8_Tcells,HSPA2,1,0,1,0,1,3
3554,endothelial,HSPA2,1,0,0,0,0,1
3555,myofibroblasts,BMP1,1,0,1,1,0,3
3556,gi_epithelial,BMP1,1,0,1,1,0,3
3557,endothelial,BMP1,1,1,1,1,0,4
3558,stromal,BMP1,1,1,1,1,1,5
3559,myofibroblasts,PLAT,1,0,0,1,0,2
3560,fibroblasts,PLAT,1,0,0,0,0,1
3561,gi_epithelial,PLAT,1,0,1,0,1,3
3562,endothelial,PLAT,1,1,1,1,0,4
3563,gi_epithelial,ETV3,1,0,1,1,0,3
3564,neuroendocrine,ETV3,1,0,0,0,0,1
3565,cd4_Tcells,ETV3,1,1,0,0,0,2
3566,cd8_Tcells,ETV3,1,1,0,0,0,2
3567,fibroblasts,HLF,1,0,1,1,0,3
3568,gi_epithelial,HLF,1,0,1,1,0,3
3569,endothelial,HLF,1,1,1,1,0,4
3570,stromal,HLF,1,1,1,1,0,4
3571,myofibroblasts,SYNE2,0,1,0,1,0,2
3572,cd8_Tcells,SYNE2,0,1,1,1,0,3
3573,endothelial,SYNE2,0,0,0,1,0,1
3574,stromal,SYNE2,0,0,0,1,0,1
3575,myofibroblasts,FSTL1,1,1,0,1,0,3
3576,gi_epithelial,FSTL1,1,0,1,1,1,4
3577,endothelial,FSTL1,1,1,1,1,0,4
3578,stromal,FSTL1,1,0,1,1,1,4
3579,myofibroblasts,BTG2,0,0,1,0,0,1
3580,cd8_Tcells,BTG2,0,0,0,0,0,0
3581,endothelial,BTG2,0,1,1,0,0,2
3582,stromal,BTG2,0,1,1,0,0,2
3583,myofibroblasts,SYNJ2,1,0,1,1,0,3
3584,gi_epithelial,SYNJ2,1,0,1,0,0,2
3585,endothelial,SYNJ2,1,1,1,1,0,4
3586,stromal,SYNJ2,1,1,1,1,0,4
3587,myofibroblasts,PGAP6,1,0,0,0,0,1
3588,gi_epithelial,PGAP6,1,0,1,0,0,2
3589,endothelial,PGAP6,1,1,1,0,0,3
3590,stromal,PGAP6,1,1,0,0,1,3
3591,fibroblasts,HEY1,1,1,1,1,1,5
3592,gi_epithelial,HEY1,1,0,1,0,1,3
3593,endothelial,HEY1,1,0,1,0,0,2
3594,stromal,HEY1,1,1,1,1,1,5
3595,myofibroblasts,ATP2B1,1,0,1,0,1,3
3596,fibroblasts,ATP2B1,1,0,0,0,0,1
3597,gi_epithelial,ATP2B1,1,0,1,0,0,2
3598,monocytes_macs_DCs,ATP2B1,1,0,1,0,0,2
3599,gi_epithelial,ZMAT1,1,1,1,1,0,4
3600,cd8_Tcells,ZMAT1,1,1,1,1,0,4
3601,endothelial,ZMAT1,1,1,0,0,0,2
3602,stromal,ZMAT1,1,1,1,0,0,3
3603,fibroblasts,IGLC2,1,1,1,1,1,5
3604,neuroendocrine,IGLC2,1,0,1,1,1,4
3605,endothelial,IGLC2,1,1,1,1,1,5
3606,stromal,IGLC2,1,1,1,1,1,5
3607,fibroblasts,CDC34,0,1,1,0,0,2
3608,gi_epithelial,CDC34,0,0,1,0,0,1
3609,endothelial,CDC34,0,1,1,0,0,2
3610,stromal,CDC34,0,1,1,0,1,3
3611,myofibroblasts,MYL12A,1,1,1,1,0,4
3612,fibroblasts,MYL12A,1,1,1,1,0,4
3613,gi_epithelial,MYL12A,1,1,1,1,0,4
3614,neuroendocrine,MYL12A,1,1,0,0,1,3
3615,gi_epithelial,LYPD2,1,0,1,0,1,3
3616,endothelial,LYPD2,1,1,1,1,1,5
3617,monocytes_macs_DCs,LYPD2,1,0,1,1,1,4
3618,stromal,LYPD2,1,1,1,1,1,5
3619,myofibroblasts,MYL9,1,0,1,0,0,2
3620,fibroblasts,MYL9,1,1,0,0,0,2
3621,gi_epithelial,MYL9,1,1,1,1,1,5
3622,stromal,MYL9,1,0,0,1,1,3
3623,myofibroblasts,PLXDC1,1,1,1,0,0,3
3624,fibroblasts,PLXDC1,1,0,1,0,0,2
3625,cd8_Tcells,PLXDC1,1,0,0,0,1,2
3626,stromal,PLXDC1,1,1,1,1,1,5
3627,myofibroblasts,GPX7,1,0,0,1,0,2
3628,gi_epithelial,GPX7,1,1,1,0,1,4
3629,endothelial,GPX7,1,1,1,1,0,4
3630,stromal,GPX7,1,1,0,1,1,4
3631,fibroblasts,KIAA1217,1,1,1,1,0,4
3632,gi_epithelial,KIAA1217,1,0,1,0,0,2
3633,cd8_Tcells,KIAA1217,1,0,1,0,1,3
3634,stromal,KIAA1217,1,1,0,0,1,3
3635,myofibroblasts,SSRP1,1,1,1,1,0,4
3636,gi_epithelial,SSRP1,1,0,1,0,0,2
3637,cd8_Tcells,SSRP1,1,0,0,1,0,2
3638,stromal,SSRP1,1,1,0,1,1,4
3639,fibroblasts,KDM6B,1,1,1,1,0,4
3640,endothelial,KDM6B,1,1,1,1,0,4
3641,monocytes_macs_DCs,KDM6B,1,0,1,0,0,2
3642,stromal,KDM6B,1,1,1,1,0,4
3643,myofibroblasts,ASPN,1,0,1,1,0,3
3644,fibroblasts,ASPN,1,0,1,0,0,2
3645,gi_epithelial,ASPN,1,1,1,1,1,5
3646,stromal,ASPN,1,1,1,1,1,5
3647,gi_epithelial,ZNF703,1,0,1,0,0,2
3648,neuroendocrine,ZNF703,1,1,1,1,0,4
3649,monocytes_macs_DCs,ZNF703,1,0,1,1,0,3
3650,stromal,ZNF703,1,1,1,1,1,5
3651,gi_epithelial,LY6D,1,1,1,1,1,5
3652,cd8_Tcells,LY6D,1,1,1,1,1,5
3653,endothelial,LY6D,1,0,1,1,1,4
3654,stromal,LY6D,1,1,1,1,1,5
3655,myofibroblasts,GPNMB,1,1,1,1,1,5
3656,gi_epithelial,GPNMB,1,0,1,0,1,3
3657,monocytes_macs_DCs,GPNMB,1,0,0,0,0,1
3658,stromal,GPNMB,1,1,1,0,1,4
3659,fibroblasts,KANK1,0,1,0,0,0,1
3660,gi_epithelial,KANK1,0,0,1,1,0,2
3661,neuroendocrine,KANK1,0,1,1,0,0,2
3662,stromal,KANK1,0,1,0,0,0,1
3663,myofibroblasts,ARHGDIA,1,1,1,1,0,4
3664,gi_epithelial,ARHGDIA,1,0,1,0,0,2
3665,cd8_Tcells,ARHGDIA,1,1,1,1,0,4
3666,stromal,ARHGDIA,1,1,1,1,1,5
3667,myofibroblasts,STC1,0,1,1,1,1,4
3668,gi_epithelial,STC1,0,0,1,1,1,3
3669,endothelial,STC1,0,0,1,0,0,1
3670,stromal,STC1,0,1,1,1,1,4
3671,myofibroblasts,ARPC2,1,1,1,1,0,4
3672,fibroblasts,ARPC2,1,1,1,1,0,4
3673,endothelial,ARPC2,1,1,1,1,0,4
3674,stromal,ARPC2,1,1,1,1,1,5
3675,myofibroblasts,MFSD12,1,1,1,1,0,4
3676,endothelial,MFSD12,1,1,0,1,0,3
3677,monocytes_macs_DCs,MFSD12,1,0,1,0,0,2
3678,stromal,MFSD12,1,1,1,1,1,5
3679,myofibroblasts,RHBDD2,1,0,1,1,0,3
3680,fibroblasts,RHBDD2,1,1,1,1,0,4
3681,gi_epithelial,RHBDD2,1,0,1,0,0,2
3682,stromal,RHBDD2,1,1,1,1,1,5
3683,B_cells,GUK1,1,0,0,0,0,1
3684,fibroblasts,GUK1,1,0,1,0,0,2
3685,gi_epithelial,GUK1,1,1,1,0,0,3
3686,endothelial,GUK1,1,1,1,0,0,3
3687,gi_epithelial,HECW2,1,0,1,0,0,2
3688,cd8_Tcells,HECW2,1,0,0,0,1,2
3689,endothelial,HECW2,1,0,0,0,0,1
3690,stromal,HECW2,1,1,0,1,0,3
3691,gi_epithelial,AKAP12,1,1,1,1,0,4
3692,mast_cells,AKAP12,1,1,1,0,0,3
3693,endothelial,AKAP12,1,1,1,1,0,4
3694,stromal,AKAP12,1,1,1,1,1,5
3695,gi_epithelial,NDRG4,1,0,1,1,0,3
3696,neuroendocrine,NDRG4,1,0,0,0,0,1
3697,endothelial,NDRG4,1,1,1,0,0,3
3698,stromal,NDRG4,1,1,0,0,1,3
3699,B_cells,ICAM3,1,0,0,0,0,1
3700,gi_epithelial,ICAM3,1,0,0,0,0,1
3701,mast_cells,ICAM3,1,0,0,1,0,2
3702,monocytes_macs_DCs,ICAM3,1,0,0,1,0,2
3703,gi_epithelial,PI3,1,1,1,1,1,5
3704,cd8_Tcells,PI3,1,1,1,1,1,5
3705,endothelial,PI3,1,1,1,1,1,5
3706,stromal,PI3,1,1,1,1,1,5
3707,B_cells,IFI35,1,1,1,1,0,4
3708,myofibroblasts,IFI35,1,1,1,1,0,4
3709,gi_epithelial,IFI35,1,0,1,0,0,2
3710,cd8_Tcells,IFI35,1,1,1,1,0,4
3711,B_cells,IGHG1,1,0,1,0,0,2
3712,gi_epithelial,IGHG1,1,1,1,1,1,5
3713,endothelial,IGHG1,1,1,1,1,1,5
3714,stromal,IGHG1,1,1,1,1,1,5
3715,gi_epithelial,RAB11FIP1,1,0,1,1,0,3
3716,cd4_Tcells,RAB11FIP1,1,1,1,1,1,5
3717,cd8_Tcells,RAB11FIP1,1,1,1,1,1,5
3718,endothelial,RAB11FIP1,1,0,0,0,1,2
3719,gi_epithelial,TWF2,1,0,1,1,0,3
3720,endothelial,TWF2,1,1,1,1,0,4
3721,monocytes_macs_DCs,TWF2,1,0,1,0,0,2
3722,stromal,TWF2,1,1,1,1,1,5
3723,gi_epithelial,CTNNB1,1,0,1,1,0,3
3724,NK_cells,CTNNB1,1,0,1,1,0,3
3725,endothelial,CTNNB1,1,1,0,1,0,3
3726,stromal,CTNNB1,1,1,0,1,0,3
3727,gi_epithelial,SEMA3F,0,0,1,0,0,1
3728,neuroendocrine,SEMA3F,0,0,0,1,1,2
3729,endothelial,SEMA3F,0,0,0,0,0,0
3730,stromal,SEMA3F,0,1,0,1,1,3
3731,gi_epithelial,ADGRG1,0,0,1,1,0,2
3732,endothelial,ADGRG1,0,1,1,0,0,2
3733,monocytes_macs_DCs,ADGRG1,0,1,0,0,1,2
3734,stromal,ADGRG1,0,1,1,0,1,3
3735,gi_epithelial,HAVCR2,1,1,1,0,1,4
3736,cd4_Tcells,HAVCR2,1,1,1,1,1,5
3737,cd8_Tcells,HAVCR2,1,0,1,1,0,3
3738,monocytes_macs_DCs,HAVCR2,1,0,1,0,0,2
3739,B_cells,JUP,1,1,1,1,1,5
3740,gi_epithelial,JUP,1,1,1,1,0,4
3741,endothelial,JUP,1,1,0,0,1,3
3742,stromal,JUP,1,1,0,0,1,3
3743,gi_epithelial,UBE2T,1,0,1,0,0,2
3744,cd8_Tcells,UBE2T,1,0,1,1,1,4
3745,endothelial,UBE2T,1,1,1,1,1,5
3746,stromal,UBE2T,1,1,1,1,1,5
3747,B_cells,HDLBP,1,1,1,1,0,4
3748,gi_epithelial,HDLBP,1,0,1,0,0,2
3749,cd8_Tcells,HDLBP,1,0,0,1,1,3
3750,endothelial,HDLBP,1,0,0,0,0,1
3751,gi_epithelial,KCNJ2,1,0,1,0,0,2
3752,endothelial,KCNJ2,1,0,1,0,0,2
3753,monocytes_macs_DCs,KCNJ2,1,0,1,1,0,3
3754,stromal,KCNJ2,1,1,1,1,1,5
3755,B_cells,LCP1,1,1,1,1,1,5
3756,gi_epithelial,LCP1,1,1,1,1,1,5
3757,mast_cells,LCP1,1,1,1,1,0,4
3758,endothelial,LCP1,1,1,1,1,1,5
3759,gi_epithelial,TNFRSF10B,1,0,1,0,0,2
3760,neuroendocrine,TNFRSF10B,1,0,1,1,0,3
3761,endothelial,TNFRSF10B,1,1,1,1,0,4
3762,stromal,TNFRSF10B,1,1,1,1,1,5
3763,B_cells,FNDC3B,0,1,1,1,0,3
3764,gi_epithelial,FNDC3B,0,1,1,1,0,3
3765,endothelial,FNDC3B,0,0,1,1,0,2
3766,stromal,FNDC3B,0,1,1,1,1,4
3767,gi_epithelial,NHSL1,1,0,1,0,0,2
3768,neuroendocrine,NHSL1,1,0,1,0,0,2
3769,endothelial,NHSL1,1,0,0,0,0,1
3770,monocytes_macs_DCs,NHSL1,1,0,0,0,0,1
3771,gi_epithelial,TTF1,1,0,1,1,0,3
3772,cd8_Tcells,TTF1,1,0,1,1,0,3
3773,endothelial,TTF1,1,1,0,0,0,2
3774,stromal,TTF1,1,1,0,0,0,2
3775,gi_epithelial,NFIX,1,0,1,1,0,3
3776,neuroendocrine,NFIX,1,1,0,0,0,2
3777,endothelial,NFIX,1,1,1,1,0,4
3778,stromal,NFIX,1,1,1,1,1,5
3779,gi_epithelial,HMGB2,1,0,1,0,0,2
3780,neuroendocrine,HMGB2,1,1,0,0,0,2
3781,cd8_Tcells,HMGB2,1,1,1,1,0,4
3782,endothelial,HMGB2,1,0,1,1,0,3
3783,gi_epithelial,PGM2L1,1,0,1,1,0,3
3784,neuroendocrine,PGM2L1,1,0,1,0,0,2
3785,endothelial,PGM2L1,1,1,1,1,0,4
3786,stromal,PGM2L1,1,1,1,1,0,4
3787,gi_epithelial,ALPK3,1,1,1,1,0,4
3788,neuroendocrine,ALPK3,1,0,0,0,0,1
3789,endothelial,ALPK3,1,1,0,0,0,2
3790,stromal,ALPK3,1,1,0,0,1,3
3791,B_cells,GSTP1,1,1,1,0,1,4
3792,gi_epithelial,GSTP1,1,1,1,1,0,4
3793,NK_cells,GSTP1,1,1,1,0,1,4
3794,cd8_Tcells,GSTP1,1,1,1,0,1,4
3795,gi_epithelial,COLGALT1,1,0,1,1,0,3
3796,endothelial,COLGALT1,1,1,1,1,0,4
3797,monocytes_macs_DCs,COLGALT1,1,0,1,0,0,2
3798,stromal,COLGALT1,1,1,1,1,1,5
3799,gi_epithelial,TUBA4A,0,0,1,0,0,1
3800,cd4_Tcells,TUBA4A,0,0,0,0,0,0
3801,cd8_Tcells,TUBA4A,0,0,1,0,0,1
3802,endothelial,TUBA4A,0,0,0,0,0,0
3803,gi_epithelial,HIVEP2,1,0,1,1,0,3
3804,cd8_Tcells,HIVEP2,1,0,1,1,0,3
3805,endothelial,HIVEP2,1,1,1,1,0,4
3806,stromal,HIVEP2,1,1,1,1,0,4
3807,gi_epithelial,TNFAIP8L1,1,1,1,0,0,3
3808,mast_cells,TNFAIP8L1,1,1,0,0,0,2
3809,endothelial,TNFAIP8L1,1,0,0,0,0,1
3810,stromal,TNFAIP8L1,1,1,0,1,0,3
3811,gi_epithelial,SNCA,1,0,1,1,1,4
3812,neuroendocrine,SNCA,1,0,0,1,0,2
3813,endothelial,SNCA,1,0,1,0,0,2
3814,stromal,SNCA,1,1,1,1,1,5
3815,B_cells,GSTM3,0,0,0,1,1,2
3816,gi_epithelial,GSTM3,0,0,1,0,0,1
3817,neuroendocrine,GSTM3,0,1,1,1,0,3
3818,stromal,GSTM3,0,0,0,0,1,1
3819,gi_epithelial,NAMPT,1,0,1,1,0,3
3820,cd4_Tcells,NAMPT,1,0,1,1,1,4
3821,endothelial,NAMPT,1,1,1,1,0,4
3822,stromal,NAMPT,1,1,1,1,1,5
3823,B_cells,LMAN1,0,0,0,1,0,1
3824,myofibroblasts,LMAN1,0,0,0,1,0,1
3825,cd8_Tcells,LMAN1,0,1,1,1,1,4
3826,monocytes_macs_DCs,LMAN1,0,1,1,1,0,3
3827,B_cells,PDXK,1,0,1,1,0,3
3828,mast_cells,PDXK,1,1,0,0,1,3
3829,endothelial,PDXK,1,1,1,1,0,4
3830,stromal,PDXK,1,1,1,1,1,5
3831,gi_epithelial,DHRSX,0,0,1,0,0,1
3832,endothelial,DHRSX,0,1,1,1,0,3
3833,monocytes_macs_DCs,DHRSX,0,0,0,0,0,0
3834,stromal,DHRSX,0,1,1,1,1,4
3835,naive_T_cells,MAST4,1,0,1,1,0,3
3836,gi_epithelial,MAST4,1,0,1,1,0,3
3837,cd4_Tcells,MAST4,1,1,1,1,0,4
3838,cd8_Tcells,MAST4,1,1,0,1,1,4
3839,B_cells,NDUFS6,1,1,1,1,0,4
3840,myofibroblasts,NDUFS6,1,0,1,1,0,3
3841,cd8_Tcells,NDUFS6,1,1,1,1,1,5
3842,monocytes_macs_DCs,NDUFS6,1,1,1,1,0,4
3843,gi_epithelial,KLF2,0,1,1,0,0,2
3844,endothelial,KLF2,0,0,1,0,0,1
3845,monocytes_macs_DCs,KLF2,0,1,1,0,0,2
3846,stromal,KLF2,0,1,0,1,1,3
3847,B_cells,NMRK1,1,0,0,0,0,1
3848,fibroblasts,NMRK1,1,1,1,0,1,4
3849,gi_epithelial,NMRK1,1,0,1,0,0,2
3850,stromal,NMRK1,1,1,1,0,1,4
3851,B_cells,NPC2,1,1,1,1,0,4
3852,endothelial,NPC2,1,1,1,1,0,4
3853,monocytes_macs_DCs,NPC2,1,0,1,0,0,2
3854,stromal,NPC2,1,1,1,1,1,5
3855,naive_T_cells,CRYBG1,1,1,1,1,0,4
3856,gi_epithelial,CRYBG1,1,0,1,1,0,3
3857,neuroendocrine,CRYBG1,1,1,0,0,0,2
3858,cd8_Tcells,CRYBG1,1,0,1,0,0,2
3859,gi_epithelial,USP53,0,0,1,0,0,1
3860,cd8_Tcells,USP53,0,0,1,0,1,2
3861,endothelial,USP53,0,1,1,0,0,2
3862,stromal,USP53,0,1,1,0,0,2
3863,naive_T_cells,RPL37,1,1,0,1,1,4
3864,cd4_Tcells,RPL37,1,1,1,1,0,4
3865,cd8_Tcells,RPL37,1,1,1,0,0,3
3866,endothelial,RPL37,1,0,1,1,0,3
3867,naive_T_cells,BORCS5,1,1,1,0,0,3
3868,cd8_Tcells,BORCS5,1,0,1,0,0,2
3869,endothelial,BORCS5,1,1,0,0,0,2
3870,stromal,BORCS5,1,1,0,0,0,2
3871,cd4_Tcells,DDI2,1,1,1,1,1,5
3872,cd8_Tcells,DDI2,1,1,1,0,0,3
3873,endothelial,DDI2,1,1,0,0,0,2
3874,stromal,DDI2,1,1,0,0,0,2
3875,B_cells,PARP8,0,0,1,1,0,2
3876,naive_T_cells,PARP8,0,1,1,1,0,3
3877,cd4_Tcells,PARP8,0,1,1,1,0,3
3878,cd8_Tcells,PARP8,0,1,1,1,0,3
3879,fibroblasts,ZNF704,0,1,1,1,0,3
3880,gi_epithelial,ZNF704,0,1,1,0,0,2
3881,endothelial,ZNF704,0,1,0,0,0,1
3882,stromal,ZNF704,0,1,0,1,1,3
3883,fibroblasts,ZNF518A,1,0,0,0,0,1
3884,gi_epithelial,ZNF518A,1,0,1,1,0,3
3885,endothelial,ZNF518A,1,1,0,0,0,2
3886,stromal,ZNF518A,1,1,0,0,1,3
3887,B_cells,PDE4B,1,0,1,1,0,3
3888,fibroblasts,PDE4B,1,1,1,1,1,5
3889,gi_epithelial,PDE4B,1,0,1,1,1,4
3890,stromal,PDE4B,1,1,1,1,0,4
3891,gi_epithelial,GRN,1,0,1,1,0,3
3892,endothelial,GRN,1,1,1,1,0,4
3893,monocytes_macs_DCs,GRN,1,0,1,0,0,2
3894,stromal,GRN,1,1,1,1,1,5
3895,naive_T_cells,RPS19,1,0,0,1,1,3
3896,gi_epithelial,RPS19,1,0,1,0,0,2
3897,neuroendocrine,RPS19,1,1,1,1,0,4
3898,endothelial,RPS19,1,1,1,1,0,4
3899,gi_epithelial,CYP4F12,1,0,1,0,0,2
3900,neuroendocrine,CYP4F12,1,1,1,1,0,4
3901,endothelial,CYP4F12,1,1,0,0,1,3
3902,stromal,CYP4F12,1,1,1,1,1,5
3903,gi_epithelial,ACOT7,1,0,1,0,0,2
3904,cd8_Tcells,ACOT7,1,1,1,1,0,4
3905,endothelial,ACOT7,1,1,1,1,0,4
3906,stromal,ACOT7,1,1,1,1,1,5
3907,gi_epithelial,SECTM1,1,0,1,0,0,2
3908,cd4_Tcells,SECTM1,1,0,1,1,1,4
3909,endothelial,SECTM1,1,1,0,0,0,2
3910,stromal,SECTM1,1,1,0,0,1,3
3911,B_cells,LTBP3,1,0,0,0,0,1
3912,fibroblasts,LTBP3,1,0,0,0,0,1
3913,gi_epithelial,LTBP3,1,0,1,0,0,2
3914,neuroendocrine,LTBP3,1,0,0,1,0,2
3915,B_cells,LY96,1,0,0,1,0,2
3916,gi_epithelial,LY96,1,0,1,0,1,3
3917,endothelial,LY96,1,1,1,1,0,4
3918,stromal,LY96,1,1,1,1,1,5
3919,gi_epithelial,UBTD1,1,0,1,1,0,3
3920,endothelial,UBTD1,1,0,1,0,0,2
3921,monocytes_macs_DCs,UBTD1,1,0,0,1,0,2
3922,stromal,UBTD1,1,1,1,1,1,5
3923,B_cells,MAL2,1,0,1,1,1,4
3924,gi_epithelial,MAL2,1,0,1,0,0,2
3925,neuroendocrine,MAL2,1,1,1,1,0,4
3926,cd8_Tcells,MAL2,1,1,1,1,1,5
3927,B_cells,MCU,1,1,0,1,1,4
3928,myofibroblasts,MCU,1,1,0,0,1,3
3929,gi_epithelial,MCU,1,0,1,0,0,2
3930,stromal,MCU,1,1,0,0,1,3
3931,B_cells,MLEC,1,0,1,1,0,3
3932,gi_epithelial,MLEC,1,0,1,0,0,2
3933,endothelial,MLEC,1,1,0,1,0,3
3934,stromal,MLEC,1,1,0,1,1,4
3935,naive_T_cells,RPS8,1,1,1,0,1,4
3936,cd4_Tcells,RPS8,1,1,1,1,0,4
3937,cd8_Tcells,RPS8,1,1,1,1,0,4
3938,endothelial,RPS8,1,1,1,1,0,4
3939,gi_epithelial,DDX27,1,0,1,0,0,2
3940,neuroendocrine,DDX27,1,1,1,1,0,4
3941,cd4_Tcells,DDX27,1,0,1,1,0,3
3942,cd8_Tcells,DDX27,1,0,0,1,0,2
3943,B_cells,MX1,0,0,1,1,0,2
3944,myofibroblasts,MX1,0,1,1,0,0,2
3945,cd8_Tcells,MX1,0,1,1,1,0,3
